Vardas              Pavarde             ND1   ND2   ND3   ND4   ND5   ND6   ND7   Egz.  
Vardas8778          Pavarde8778         1     10    4     9     4     7     4     10    
Vardas8779          Pavarde8779         9     2     1     6     7     5     5     10    
Vardas8780          Pavarde8780         9     3     1     1     5     9     6     5     
Vardas8781          Pavarde8781         4     4     5     6     6     5     8     10    
Vardas8782          Pavarde8782         5     5     1     8     3     4     10    10    
Vardas8783          Pavarde8783         10    5     5     9     7     9     6     7     
Vardas8784          Pavarde8784         1     5     7     6     5     2     3     5     
Vardas8785          Pavarde8785         8     8     4     5     4     2     2     8     
Vardas8786          Pavarde8786         4     10    4     10    1     9     7     10    
Vardas8787          Pavarde8787         9     9     4     4     5     1     1     5     
Vardas8788          Pavarde8788         4     5     1     8     4     3     6     3     
Vardas8789          Pavarde8789         9     3     2     8     8     9     2     8     
Vardas8790          Pavarde8790         9     6     3     9     9     10    1     2     
Vardas8791          Pavarde8791         5     7     5     7     1     1     9     4     
Vardas8792          Pavarde8792         6     8     9     2     6     7     4     9     
Vardas8793          Pavarde8793         9     7     1     6     1     3     8     2     
Vardas8794          Pavarde8794         8     8     6     7     4     10    9     4     
Vardas8795          Pavarde8795         7     8     2     3     5     9     10    3     
Vardas8796          Pavarde8796         7     4     9     1     2     1     9     1     
Vardas8797          Pavarde8797         1     3     8     2     7     6     2     4     
Vardas8798          Pavarde8798         4     2     7     6     6     10    3     9     
Vardas8799          Pavarde8799         6     9     6     9     9     10    6     6     
Vardas8800          Pavarde8800         8     1     3     6     7     9     1     9     
Vardas8801          Pavarde8801         6     2     8     8     3     2     2     7     
Vardas8802          Pavarde8802         8     9     2     10    8     10    1     7     
Vardas8803          Pavarde8803         1     4     1     7     1     7     7     5     
Vardas8804          Pavarde8804         5     4     3     2     2     7     6     1     
Vardas8805          Pavarde8805         2     4     5     8     2     5     6     6     
Vardas8806          Pavarde8806         1     9     1     5     10    9     10    2     
Vardas8807          Pavarde8807         8     1     5     7     4     3     9     7     
Vardas8808          Pavarde8808         3     10    6     6     4     2     10    5     
Vardas8809          Pavarde8809         3     6     5     10    3     7     6     5     
Vardas8810          Pavarde8810         10    9     7     3     3     2     9     1     
Vardas8811          Pavarde8811         4     5     3     5     2     9     8     8     
Vardas8812          Pavarde8812         3     5     10    7     7     3     3     2     
Vardas8813          Pavarde8813         3     1     1     4     1     8     2     10    
Vardas8814          Pavarde8814         7     6     2     10    7     9     8     3     
Vardas8815          Pavarde8815         4     9     4     2     8     9     1     10    
Vardas8816          Pavarde8816         6     4     6     4     8     1     10    1     
Vardas8817          Pavarde8817         2     3     2     5     5     1     1     4     
Vardas8818          Pavarde8818         3     2     2     10    7     5     2     6     
Vardas8819          Pavarde8819         1     8     10    5     1     3     8     7     
Vardas8820          Pavarde8820         9     2     3     1     3     2     3     6     
Vardas8821          Pavarde8821         5     3     6     6     10    9     1     5     
Vardas8822          Pavarde8822         10    8     5     8     4     7     3     6     
Vardas8823          Pavarde8823         2     4     2     4     4     10    10    8     
Vardas8824          Pavarde8824         5     3     2     2     9     2     5     3     
Vardas8825          Pavarde8825         2     8     4     5     4     9     6     5     
Vardas8826          Pavarde8826         10    3     7     9     10    9     9     5     
Vardas8827          Pavarde8827         4     4     6     5     8     3     8     2     
Vardas8828          Pavarde8828         5     2     8     3     4     3     5     7     
Vardas8829          Pavarde8829         10    6     6     10    8     3     8     6     
Vardas8830          Pavarde8830         10    5     9     1     4     9     2     5     
Vardas8831          Pavarde8831         6     5     2     2     8     8     6     7     
Vardas8832          Pavarde8832         1     8     1     9     1     5     7     6     
Vardas8833          Pavarde8833         7     7     8     1     7     9     1     5     
Vardas8834          Pavarde8834         1     9     10    6     6     6     8     1     
Vardas8835          Pavarde8835         3     3     10    3     5     8     8     1     
Vardas8836          Pavarde8836         4     9     2     9     3     10    5     4     
Vardas8837          Pavarde8837         7     6     2     9     4     6     1     1     
Vardas8838          Pavarde8838         9     4     6     5     3     3     9     10    
Vardas8839          Pavarde8839         10    6     8     7     5     10    4     4     
Vardas8840          Pavarde8840         2     6     8     7     6     2     8     9     
Vardas8841          Pavarde8841         9     2     8     3     8     1     6     8     
Vardas8842          Pavarde8842         10    4     10    2     7     5     5     2     
Vardas8843          Pavarde8843         9     9     6     5     3     10    10    7     
Vardas8844          Pavarde8844         7     4     7     1     7     3     7     8     
Vardas8845          Pavarde8845         6     2     10    5     10    7     4     4     
Vardas8846          Pavarde8846         1     4     8     5     7     10    2     5     
Vardas8847          Pavarde8847         5     9     4     3     5     7     9     7     
Vardas8848          Pavarde8848         2     5     10    9     2     9     10    10    
Vardas8849          Pavarde8849         8     2     2     7     1     4     9     9     
Vardas8850          Pavarde8850         5     2     8     2     8     8     10    1     
Vardas8851          Pavarde8851         9     9     8     3     4     9     9     8     
Vardas8852          Pavarde8852         10    9     3     6     8     7     8     1     
Vardas8853          Pavarde8853         3     3     3     7     9     3     2     6     
Vardas8854          Pavarde8854         10    10    10    8     6     5     4     1     
Vardas8855          Pavarde8855         2     3     9     2     4     3     4     8     
Vardas8856          Pavarde8856         1     3     4     3     5     4     3     1     
Vardas8857          Pavarde8857         8     6     5     10    1     1     7     9     
Vardas8858          Pavarde8858         3     2     2     2     10    6     2     4     
Vardas8859          Pavarde8859         5     7     5     2     7     10    9     9     
Vardas8860          Pavarde8860         3     4     4     5     2     9     1     6     
Vardas8861          Pavarde8861         3     1     5     6     5     2     8     2     
Vardas8862          Pavarde8862         1     3     8     4     8     1     4     2     
Vardas8863          Pavarde8863         5     5     3     5     5     4     2     2     
Vardas8864          Pavarde8864         7     3     9     1     6     2     2     7     
Vardas8865          Pavarde8865         3     3     6     7     6     9     3     8     
Vardas8866          Pavarde8866         1     3     10    10    7     8     10    7     
Vardas8867          Pavarde8867         5     3     4     8     7     2     9     7     
Vardas8868          Pavarde8868         9     4     4     2     2     5     10    1     
Vardas8869          Pavarde8869         1     8     6     6     8     10    10    10    
Vardas8870          Pavarde8870         6     8     9     2     5     8     4     9     
Vardas8871          Pavarde8871         7     3     4     3     3     1     10    10    
Vardas8872          Pavarde8872         10    1     1     5     7     7     7     8     
Vardas8873          Pavarde8873         4     5     5     6     6     7     1     4     
Vardas8874          Pavarde8874         2     7     5     5     3     5     10    3     
Vardas8875          Pavarde8875         10    9     1     5     1     5     4     6     
Vardas8876          Pavarde8876         2     6     7     1     5     5     7     10    
Vardas8877          Pavarde8877         5     7     6     1     5     5     6     6     
Vardas8878          Pavarde8878         1     5     9     2     8     2     4     9     
Vardas8879          Pavarde8879         8     3     6     2     1     8     7     4     
Vardas8880          Pavarde8880         3     9     8     7     9     2     10    5     
Vardas8881          Pavarde8881         7     10    6     3     3     8     10    7     
Vardas8882          Pavarde8882         8     6     2     1     1     10    3     1     
Vardas8883          Pavarde8883         6     1     4     4     4     10    1     4     
Vardas8884          Pavarde8884         7     6     4     5     3     2     3     2     
Vardas8885          Pavarde8885         9     8     3     7     3     6     5     7     
Vardas8886          Pavarde8886         9     9     6     4     5     5     5     8     
Vardas8887          Pavarde8887         10    10    3     10    3     10    3     10    
Vardas8888          Pavarde8888         6     3     1     3     6     3     6     5     
Vardas8889          Pavarde8889         5     6     8     5     5     1     1     10    
Vardas8890          Pavarde8890         9     7     3     1     1     8     4     9     
Vardas8891          Pavarde8891         10    7     4     8     5     2     7     4     
Vardas8892          Pavarde8892         1     10    5     7     10    5     9     2     
Vardas8893          Pavarde8893         10    7     3     5     8     8     2     2     
Vardas8894          Pavarde8894         7     10    8     9     2     10    8     4     
Vardas8895          Pavarde8895         6     7     1     10    9     10    7     1     
Vardas8896          Pavarde8896         7     1     5     10    6     2     4     6     
Vardas8897          Pavarde8897         8     6     2     1     10    6     2     6     
Vardas8898          Pavarde8898         8     1     6     6     2     6     5     9     
Vardas8899          Pavarde8899         5     2     2     3     7     7     7     2     
Vardas8900          Pavarde8900         1     6     8     1     1     8     9     9     
Vardas8901          Pavarde8901         5     2     9     4     10    1     9     5     
Vardas8902          Pavarde8902         3     5     9     6     4     2     5     7     
Vardas8903          Pavarde8903         1     2     7     9     9     10    5     8     
Vardas8904          Pavarde8904         7     7     10    6     5     7     6     10    
Vardas8905          Pavarde8905         6     9     2     4     3     2     5     9     
Vardas8906          Pavarde8906         7     8     2     6     3     8     10    4     
Vardas8907          Pavarde8907         4     10    10    8     8     9     2     6     
Vardas8908          Pavarde8908         10    8     8     9     3     3     7     3     
Vardas8909          Pavarde8909         8     9     5     3     4     10    8     2     
Vardas8910          Pavarde8910         7     2     7     5     6     1     4     2     
Vardas8911          Pavarde8911         4     7     9     1     4     8     9     6     
Vardas8912          Pavarde8912         9     6     2     4     1     8     7     2     
Vardas8913          Pavarde8913         9     1     4     1     10    9     10    8     
Vardas8914          Pavarde8914         7     10    8     9     8     2     2     9     
Vardas8915          Pavarde8915         4     10    5     8     4     8     10    2     
Vardas8916          Pavarde8916         9     6     2     8     6     3     10    8     
Vardas8917          Pavarde8917         5     6     6     10    3     6     2     6     
Vardas8918          Pavarde8918         10    9     9     6     4     1     8     8     
Vardas8919          Pavarde8919         4     9     10    2     9     2     8     9     
Vardas8920          Pavarde8920         9     7     10    1     10    3     6     5     
Vardas8921          Pavarde8921         9     9     5     1     4     7     8     2     
Vardas8922          Pavarde8922         1     6     2     2     9     1     3     6     
Vardas8923          Pavarde8923         10    5     1     5     2     9     5     10    
Vardas8924          Pavarde8924         3     5     2     1     8     7     1     4     
Vardas8925          Pavarde8925         5     10    2     7     7     1     4     8     
Vardas8926          Pavarde8926         7     4     1     9     4     7     8     1     
Vardas8927          Pavarde8927         2     5     9     7     4     2     1     9     
Vardas8928          Pavarde8928         2     10    2     1     1     3     7     3     
Vardas8929          Pavarde8929         10    3     10    9     2     7     8     8     
Vardas8930          Pavarde8930         7     7     8     9     3     1     9     7     
Vardas8931          Pavarde8931         5     5     10    1     7     9     8     4     
Vardas8932          Pavarde8932         2     9     9     8     10    7     4     2     
Vardas8933          Pavarde8933         1     8     1     1     8     7     6     8     
Vardas8934          Pavarde8934         2     3     10    10    3     10    2     10    
Vardas8935          Pavarde8935         1     6     6     3     8     6     2     6     
Vardas8936          Pavarde8936         5     5     7     6     8     4     10    8     
Vardas8937          Pavarde8937         9     1     5     3     8     8     10    1     
Vardas8938          Pavarde8938         9     1     1     2     8     1     4     9     
Vardas8939          Pavarde8939         5     10    5     10    7     10    9     3     
Vardas8940          Pavarde8940         10    8     3     5     1     7     5     5     
Vardas8941          Pavarde8941         1     6     3     10    3     9     10    2     
Vardas8942          Pavarde8942         9     6     3     3     4     2     5     2     
Vardas8943          Pavarde8943         1     7     9     2     9     2     8     1     
Vardas8944          Pavarde8944         10    1     2     4     10    1     9     9     
Vardas8945          Pavarde8945         4     6     8     6     6     10    5     6     
Vardas8946          Pavarde8946         8     2     4     7     2     2     6     5     
Vardas8947          Pavarde8947         4     2     7     7     6     3     5     5     
Vardas8948          Pavarde8948         2     5     2     7     1     9     9     1     
Vardas8949          Pavarde8949         7     4     4     7     1     7     1     7     
Vardas8950          Pavarde8950         3     8     6     7     5     2     5     5     
Vardas8951          Pavarde8951         9     9     9     4     5     1     1     9     
Vardas8952          Pavarde8952         7     2     5     8     1     9     5     2     
Vardas8953          Pavarde8953         4     5     4     10    2     5     2     3     
Vardas8954          Pavarde8954         6     5     3     10    5     2     3     3     
Vardas8955          Pavarde8955         7     2     1     3     1     10    9     7     
Vardas8956          Pavarde8956         7     1     10    5     8     1     6     7     
Vardas8957          Pavarde8957         8     5     6     7     4     6     2     10    
Vardas8958          Pavarde8958         7     1     7     2     1     4     2     5     
Vardas8959          Pavarde8959         9     9     6     10    10    8     3     10    
Vardas8960          Pavarde8960         4     5     4     1     3     10    1     10    
Vardas8961          Pavarde8961         8     1     10    7     1     10    3     3     
Vardas8962          Pavarde8962         3     7     9     7     9     5     6     3     
Vardas8963          Pavarde8963         8     9     4     10    8     3     1     4     
Vardas8964          Pavarde8964         1     10    5     3     1     9     9     7     
Vardas8965          Pavarde8965         1     9     2     2     6     3     1     7     
Vardas8966          Pavarde8966         5     8     10    6     6     8     9     2     
Vardas8967          Pavarde8967         3     7     1     8     6     5     3     2     
Vardas8968          Pavarde8968         6     5     6     9     8     10    7     10    
Vardas8969          Pavarde8969         2     6     10    8     8     6     6     4     
Vardas8970          Pavarde8970         5     2     8     1     2     10    1     6     
Vardas8971          Pavarde8971         2     5     7     1     6     2     5     10    
Vardas8972          Pavarde8972         6     8     1     5     3     9     3     9     
Vardas8973          Pavarde8973         10    3     10    10    1     7     6     8     
Vardas8974          Pavarde8974         2     9     6     10    6     6     7     3     
Vardas8975          Pavarde8975         4     8     3     3     5     10    2     2     
Vardas8976          Pavarde8976         10    10    10    7     6     9     10    9     
Vardas8977          Pavarde8977         8     10    10    6     1     3     3     7     
Vardas8978          Pavarde8978         8     6     4     3     3     8     7     3     
Vardas8979          Pavarde8979         6     1     3     10    8     7     6     5     
Vardas8980          Pavarde8980         5     2     5     4     8     2     9     2     
Vardas8981          Pavarde8981         9     6     6     9     7     7     8     6     
Vardas8982          Pavarde8982         10    2     8     5     1     8     4     5     
Vardas8983          Pavarde8983         3     4     9     2     6     10    3     1     
Vardas8984          Pavarde8984         4     8     6     4     1     10    4     8     
Vardas8985          Pavarde8985         10    3     9     9     9     2     3     10    
Vardas8986          Pavarde8986         8     4     2     3     6     7     3     2     
Vardas8987          Pavarde8987         10    10    2     9     2     4     5     8     
Vardas8988          Pavarde8988         9     9     9     5     10    1     10    7     
Vardas8989          Pavarde8989         1     10    3     10    2     6     8     1     
Vardas8990          Pavarde8990         5     7     6     9     9     10    4     4     
Vardas8991          Pavarde8991         4     1     6     6     7     6     10    3     
Vardas8992          Pavarde8992         5     4     8     4     2     10    7     6     
Vardas8993          Pavarde8993         1     2     2     3     1     9     7     1     
Vardas8994          Pavarde8994         4     9     5     9     6     1     7     5     
Vardas8995          Pavarde8995         4     10    1     4     2     8     6     1     
Vardas8996          Pavarde8996         2     5     1     10    6     6     1     3     
Vardas8997          Pavarde8997         5     5     6     2     5     6     10    10    
Vardas8998          Pavarde8998         2     6     5     1     2     5     6     3     
Vardas8999          Pavarde8999         6     10    5     4     6     4     9     10    
Vardas9000          Pavarde9000         7     8     7     3     5     5     1     2     
Vardas9001          Pavarde9001         6     2     3     7     1     10    5     6     
Vardas9002          Pavarde9002         8     9     9     6     2     9     5     1     
Vardas9003          Pavarde9003         9     3     6     3     7     3     5     6     
Vardas9004          Pavarde9004         8     7     6     3     5     9     5     6     
Vardas9005          Pavarde9005         9     10    5     5     8     2     6     8     
Vardas9006          Pavarde9006         4     1     2     3     1     5     1     3     
Vardas9007          Pavarde9007         3     8     5     1     4     4     2     7     
Vardas9008          Pavarde9008         6     8     9     7     9     10    6     10    
Vardas9009          Pavarde9009         7     7     2     6     5     8     6     7     
Vardas9010          Pavarde9010         1     8     6     2     2     3     8     1     
Vardas9011          Pavarde9011         10    8     5     4     2     1     7     3     
Vardas9012          Pavarde9012         8     1     9     7     9     1     6     4     
Vardas9013          Pavarde9013         9     8     9     4     5     1     1     3     
Vardas9014          Pavarde9014         1     7     1     3     8     2     1     6     
Vardas9015          Pavarde9015         9     3     6     2     8     7     6     7     
Vardas9016          Pavarde9016         8     8     5     5     8     10    4     8     
Vardas9017          Pavarde9017         9     10    10    6     8     2     3     8     
Vardas9018          Pavarde9018         8     3     3     8     6     1     4     4     
Vardas9019          Pavarde9019         3     7     7     4     5     3     2     2     
Vardas9020          Pavarde9020         5     3     6     7     6     9     10    9     
Vardas9021          Pavarde9021         2     9     5     4     1     1     4     9     
Vardas9022          Pavarde9022         5     6     2     4     1     1     4     6     
Vardas9023          Pavarde9023         4     1     6     1     8     8     10    2     
Vardas9024          Pavarde9024         5     8     8     8     10    9     10    5     
Vardas9025          Pavarde9025         3     7     10    3     2     2     4     6     
Vardas9026          Pavarde9026         7     7     3     5     9     7     1     9     
Vardas9027          Pavarde9027         4     4     7     1     8     8     4     3     
Vardas9028          Pavarde9028         5     10    4     7     5     5     4     4     
Vardas9029          Pavarde9029         3     1     5     9     3     2     1     1     
Vardas9030          Pavarde9030         4     3     2     3     1     5     4     6     
Vardas9031          Pavarde9031         10    5     2     6     1     7     10    7     
Vardas9032          Pavarde9032         7     8     1     6     3     9     10    7     
Vardas9033          Pavarde9033         5     2     10    8     5     4     9     1     
Vardas9034          Pavarde9034         10    8     8     7     4     7     7     1     
Vardas9035          Pavarde9035         4     7     5     5     4     8     1     9     
Vardas9036          Pavarde9036         6     1     5     7     5     1     7     10    
Vardas9037          Pavarde9037         10    7     3     3     7     7     2     6     
Vardas9038          Pavarde9038         6     4     7     8     1     6     9     8     
Vardas9039          Pavarde9039         1     2     2     10    7     4     2     4     
Vardas9040          Pavarde9040         3     5     7     2     3     6     2     1     
Vardas9041          Pavarde9041         5     5     2     2     3     7     9     4     
Vardas9042          Pavarde9042         10    6     4     4     3     5     10    5     
Vardas9043          Pavarde9043         1     4     5     1     2     6     7     6     
Vardas9044          Pavarde9044         3     9     9     4     6     2     9     5     
Vardas9045          Pavarde9045         3     10    9     1     5     6     2     10    
Vardas9046          Pavarde9046         1     9     1     3     9     7     3     2     
Vardas9047          Pavarde9047         6     8     9     2     4     6     9     5     
Vardas9048          Pavarde9048         5     9     1     5     6     7     7     4     
Vardas9049          Pavarde9049         1     10    1     5     6     2     2     3     
Vardas9050          Pavarde9050         7     2     8     9     6     2     8     3     
Vardas9051          Pavarde9051         8     3     6     10    4     5     2     3     
Vardas9052          Pavarde9052         1     2     7     9     6     5     10    4     
Vardas9053          Pavarde9053         7     10    4     3     10    8     2     3     
Vardas9054          Pavarde9054         6     8     6     6     7     2     5     6     
Vardas9055          Pavarde9055         3     3     2     2     4     3     2     7     
Vardas9056          Pavarde9056         6     9     4     9     1     3     6     6     
Vardas9057          Pavarde9057         4     1     2     4     6     5     2     6     
Vardas9058          Pavarde9058         3     9     1     6     4     7     2     3     
Vardas9059          Pavarde9059         10    7     7     8     10    9     9     3     
Vardas9060          Pavarde9060         10    4     8     8     8     6     9     5     
Vardas9061          Pavarde9061         9     1     5     1     3     8     4     6     
Vardas9062          Pavarde9062         3     5     4     5     6     5     5     8     
Vardas9063          Pavarde9063         6     8     7     10    9     2     9     9     
Vardas9064          Pavarde9064         10    4     8     2     10    8     9     7     
Vardas9065          Pavarde9065         7     9     1     3     2     10    7     6     
Vardas9066          Pavarde9066         2     3     7     5     3     8     6     10    
Vardas9067          Pavarde9067         10    4     2     4     5     6     6     10    
Vardas9068          Pavarde9068         2     7     5     1     9     4     7     4     
Vardas9069          Pavarde9069         1     6     10    1     8     1     4     4     
Vardas9070          Pavarde9070         10    8     5     4     7     5     3     4     
Vardas9071          Pavarde9071         6     6     10    9     5     4     1     8     
Vardas9072          Pavarde9072         1     4     9     6     8     7     1     4     
Vardas9073          Pavarde9073         4     8     4     2     2     3     7     2     
Vardas9074          Pavarde9074         10    6     10    2     1     1     3     9     
Vardas9075          Pavarde9075         7     9     2     2     5     2     10    4     
Vardas9076          Pavarde9076         4     2     6     7     7     1     8     8     
Vardas9077          Pavarde9077         7     3     10    3     7     10    3     5     
Vardas9078          Pavarde9078         6     6     2     6     8     1     4     3     
Vardas9079          Pavarde9079         8     9     7     6     7     5     4     3     
Vardas9080          Pavarde9080         10    7     8     2     3     7     3     8     
Vardas9081          Pavarde9081         10    2     8     4     9     8     4     1     
Vardas9082          Pavarde9082         5     9     8     3     10    3     8     4     
Vardas9083          Pavarde9083         2     7     1     6     7     4     6     8     
Vardas9084          Pavarde9084         4     8     3     5     4     9     10    4     
Vardas9085          Pavarde9085         4     1     2     7     3     8     2     3     
Vardas9086          Pavarde9086         10    7     7     9     2     10    5     9     
Vardas9087          Pavarde9087         10    3     9     5     5     5     10    1     
Vardas9088          Pavarde9088         6     2     8     3     9     8     9     5     
Vardas9089          Pavarde9089         4     10    10    10    2     3     3     3     
Vardas9090          Pavarde9090         4     1     1     8     10    8     9     2     
Vardas9091          Pavarde9091         2     8     9     10    8     9     2     8     
Vardas9092          Pavarde9092         9     1     4     1     9     3     6     5     
Vardas9093          Pavarde9093         3     3     4     10    7     7     5     1     
Vardas9094          Pavarde9094         2     8     3     5     7     10    8     7     
Vardas9095          Pavarde9095         9     1     7     2     5     5     7     3     
Vardas9096          Pavarde9096         10    7     1     7     10    8     7     5     
Vardas9097          Pavarde9097         6     1     4     2     1     9     2     10    
Vardas9098          Pavarde9098         3     2     5     2     7     1     6     5     
Vardas9099          Pavarde9099         9     2     3     2     2     9     2     10    
Vardas9100          Pavarde9100         10    9     4     5     9     10    10    10    
Vardas9101          Pavarde9101         8     10    4     4     5     10    4     2     
Vardas9102          Pavarde9102         8     7     6     1     9     1     3     5     
Vardas9103          Pavarde9103         1     6     10    2     10    10    1     3     
Vardas9104          Pavarde9104         2     3     3     7     4     7     1     9     
Vardas9105          Pavarde9105         4     5     8     10    6     4     6     8     
Vardas9106          Pavarde9106         9     4     2     2     4     7     8     1     
Vardas9107          Pavarde9107         1     7     8     10    7     7     5     10    
Vardas9108          Pavarde9108         9     5     10    6     6     6     7     6     
Vardas9109          Pavarde9109         7     7     2     8     3     8     4     4     
Vardas9110          Pavarde9110         1     2     4     2     3     7     3     9     
Vardas9111          Pavarde9111         6     10    4     3     5     10    4     4     
Vardas9112          Pavarde9112         2     7     5     2     5     6     4     2     
Vardas9113          Pavarde9113         5     1     7     9     7     10    5     10    
Vardas9114          Pavarde9114         7     6     3     8     3     6     1     5     
Vardas9115          Pavarde9115         9     10    5     5     7     1     6     2     
Vardas9116          Pavarde9116         8     10    2     3     8     7     10    6     
Vardas9117          Pavarde9117         3     3     7     9     2     3     6     1     
Vardas9118          Pavarde9118         8     1     7     10    4     1     7     3     
Vardas9119          Pavarde9119         7     9     5     6     2     5     7     10    
Vardas9120          Pavarde9120         10    10    1     6     4     2     9     6     
Vardas9121          Pavarde9121         7     9     7     6     3     4     1     1     
Vardas9122          Pavarde9122         5     9     3     4     9     6     5     2     
Vardas9123          Pavarde9123         1     8     7     1     4     3     1     6     
Vardas9124          Pavarde9124         4     6     3     2     6     2     7     10    
Vardas9125          Pavarde9125         7     5     8     7     7     9     10    6     
Vardas9126          Pavarde9126         9     10    7     2     9     8     7     5     
Vardas9127          Pavarde9127         7     4     10    10    8     2     2     3     
Vardas9128          Pavarde9128         9     1     2     7     3     3     4     9     
Vardas9129          Pavarde9129         10    9     5     9     7     9     4     5     
Vardas9130          Pavarde9130         7     1     4     1     3     10    8     4     
Vardas9131          Pavarde9131         10    5     7     8     4     7     8     3     
Vardas9132          Pavarde9132         6     4     3     3     9     8     10    1     
Vardas9133          Pavarde9133         9     5     1     10    4     9     4     10    
Vardas9134          Pavarde9134         1     1     4     10    10    6     1     3     
Vardas9135          Pavarde9135         7     2     9     7     4     10    5     8     
Vardas9136          Pavarde9136         6     7     3     9     5     4     6     7     
Vardas9137          Pavarde9137         6     1     6     2     4     5     4     9     
Vardas9138          Pavarde9138         4     6     5     1     1     9     8     9     
Vardas9139          Pavarde9139         3     6     6     3     7     1     4     1     
Vardas9140          Pavarde9140         10    6     10    5     3     9     6     9     
Vardas9141          Pavarde9141         10    9     7     1     6     3     7     3     
Vardas9142          Pavarde9142         6     5     1     4     7     3     4     4     
Vardas9143          Pavarde9143         9     9     1     7     3     7     9     6     
Vardas9144          Pavarde9144         3     9     6     1     10    10    1     5     
Vardas9145          Pavarde9145         5     3     6     7     10    8     1     4     
Vardas9146          Pavarde9146         8     1     4     9     1     1     3     2     
Vardas9147          Pavarde9147         10    8     6     5     6     9     1     5     
Vardas9148          Pavarde9148         4     4     9     9     2     5     4     6     
Vardas9149          Pavarde9149         10    6     2     4     5     7     4     1     
Vardas9150          Pavarde9150         10    6     8     3     4     10    3     4     
Vardas9151          Pavarde9151         7     8     9     1     10    3     9     3     
Vardas9152          Pavarde9152         1     5     3     6     10    1     7     6     
Vardas9153          Pavarde9153         3     7     3     2     1     3     4     8     
Vardas9154          Pavarde9154         1     9     1     4     2     10    2     8     
Vardas9155          Pavarde9155         1     9     2     10    8     8     1     2     
Vardas9156          Pavarde9156         7     7     7     7     3     1     6     3     
Vardas9157          Pavarde9157         3     9     10    3     3     9     3     3     
Vardas9158          Pavarde9158         6     6     2     8     8     2     10    4     
Vardas9159          Pavarde9159         1     3     7     8     10    9     9     9     
Vardas9160          Pavarde9160         7     3     9     2     1     3     4     3     
Vardas9161          Pavarde9161         5     10    2     3     8     7     5     1     
Vardas9162          Pavarde9162         5     6     5     8     5     3     1     1     
Vardas9163          Pavarde9163         7     1     4     9     9     4     8     6     
Vardas9164          Pavarde9164         6     10    5     3     7     4     8     3     
Vardas9165          Pavarde9165         4     10    5     6     1     5     4     2     
Vardas9166          Pavarde9166         9     10    8     7     10    9     8     9     
Vardas9167          Pavarde9167         6     6     1     10    5     8     2     9     
Vardas9168          Pavarde9168         5     4     9     2     9     3     2     10    
Vardas9169          Pavarde9169         1     2     10    8     9     10    5     1     
Vardas9170          Pavarde9170         8     8     7     7     2     2     3     7     
Vardas9171          Pavarde9171         5     3     4     7     5     6     6     3     
Vardas9172          Pavarde9172         9     3     3     2     2     10    5     4     
Vardas9173          Pavarde9173         2     1     5     7     6     5     4     10    
Vardas9174          Pavarde9174         1     9     2     10    2     8     5     9     
Vardas9175          Pavarde9175         9     2     8     5     10    4     10    6     
Vardas9176          Pavarde9176         3     4     9     7     10    3     5     1     
Vardas9177          Pavarde9177         6     5     9     10    1     4     10    1     
Vardas9178          Pavarde9178         6     10    3     10    5     7     1     9     
Vardas9179          Pavarde9179         7     7     7     4     3     4     5     10    
Vardas9180          Pavarde9180         4     4     3     7     6     7     2     1     
Vardas9181          Pavarde9181         3     7     2     4     6     4     8     9     
Vardas9182          Pavarde9182         10    5     2     9     4     7     3     6     
Vardas9183          Pavarde9183         10    2     8     6     7     1     1     4     
Vardas9184          Pavarde9184         5     8     9     7     3     7     8     1     
Vardas9185          Pavarde9185         4     6     1     4     4     6     4     8     
Vardas9186          Pavarde9186         8     7     5     1     10    2     9     8     
Vardas9187          Pavarde9187         1     3     4     6     10    10    10    2     
Vardas9188          Pavarde9188         6     3     3     2     2     2     9     2     
Vardas9189          Pavarde9189         9     4     3     8     5     2     6     10    
Vardas9190          Pavarde9190         5     3     4     10    7     2     3     6     
Vardas9191          Pavarde9191         4     4     1     2     1     2     8     4     
Vardas9192          Pavarde9192         6     9     8     4     4     3     5     3     
Vardas9193          Pavarde9193         7     8     9     6     6     9     7     2     
Vardas9194          Pavarde9194         6     5     10    10    10    3     9     2     
Vardas9195          Pavarde9195         10    5     5     1     2     7     10    5     
Vardas9196          Pavarde9196         10    2     8     9     7     4     8     3     
Vardas9197          Pavarde9197         9     1     4     3     6     4     4     6     
Vardas9198          Pavarde9198         5     4     7     7     2     7     4     10    
Vardas9199          Pavarde9199         7     4     9     5     6     2     2     2     
Vardas9200          Pavarde9200         1     9     10    10    10    9     6     1     
Vardas9201          Pavarde9201         1     5     8     1     3     1     7     10    
Vardas9202          Pavarde9202         3     6     1     5     8     4     3     1     
Vardas9203          Pavarde9203         8     1     7     8     3     4     5     3     
Vardas9204          Pavarde9204         6     9     5     3     1     3     6     10    
Vardas9205          Pavarde9205         8     3     10    6     2     1     5     9     
Vardas9206          Pavarde9206         1     2     6     7     7     4     10    9     
Vardas9207          Pavarde9207         9     5     8     3     6     3     10    8     
Vardas9208          Pavarde9208         6     4     8     2     5     7     8     9     
Vardas9209          Pavarde9209         8     4     5     9     7     3     6     6     
Vardas9210          Pavarde9210         8     1     2     10    5     2     10    6     
Vardas9211          Pavarde9211         10    3     8     6     4     4     9     4     
Vardas9212          Pavarde9212         6     1     6     5     2     3     4     9     
Vardas9213          Pavarde9213         2     10    1     10    5     5     8     1     
